,Name,Api,Field - Aliased,County,Status - Aliased,Well Type - Aliased,First Production Date,Spud Date,CUM Oil,CUM Gas,CUM Water,Latitude,Longitude,Latitude,Longitude,Lateral Length,Completion Date,Lease,Current Operator - Reported,field reported,well type-reported,wellbore profile reported,Original Operator - Aliased,Wellbore Profile - Aliased
?,CBR 33-28D-56-1 402H,42-301-34130-0000,PHANTOM (WOLFCAMP),LOVING,OPEN SHUT IN,PERMIT,,12/3/2018,,,,31.91172791,-103.870285,31.91172791,-103.870285,10854.7998,Thu May 30 2019 00:00:00 GMT-0500 (Central Daylight Time),,"WPX ENERGY PERMIAN, LLC",PHANTOM (WOLFCAMP),,HORIZONTAL,WPX Energy,HORIZONTAL
?,BRUNSON TRUST 16 3H,42-301-34135-0000,PHANTOM (WOLFCAMP),LOVING,,PERMIT,,3/8/2019,,,,31.96123123,-103.4479294,31.96123123,-103.4479294,4782.743164,,,"EOG RESOURCES, INC.",PHANTOM (WOLFCAMP),PERMIT,HORIZONTAL,"EOG RESOURCES, INC.",HORIZONTAL
?,MCLOVIN SWD 1,42-301-34138-0000,"MASON, N. (DELAWARE SAND)",LOVING,Active,PERMIT,,12/5/2018,,,,31.99720192,-103.7707748,31.99720192,-103.7707748,,Wed Dec 19 2018 00:00:00 GMT-0600 (Central Standard Time),,"SOLARIS WATER MIDSTREAM, LLC","MASON, N. (DELAWARE SAND)",,HORIZONTAL,"SOLARIS WATER MIDSTREAM, LLC",HORIZONTAL
?,BOXWOOD 55-1-12 UNIT 5PH,42-301-34144-0000,WILDCAT,LOVING,,,,12/21/2018,,,,31.97006416,-103.7050552,31.97006416,-103.7050552,,,,ANADARKO E&P ONSHORE LLC,WILDCAT,,VERTICAL,ANADARKO PETROLEUM CORPORATION,VERTICAL
?,HOPPER 21801 SWD 1,42-301-34147-0000,"ORLA, SOUTH (DELAWARE SAND)",LOVING,Active,PERMIT,,3/12/2019,,,,31.76558876,-103.6589432,31.76558876,-103.6589432,,Wed Mar 27 2019 00:00:00 GMT-0500 (Central Daylight Time),,"BTA OIL PRODUCERS, LLC","ORLA, SOUTH (DELAWARE SAND)",PERMIT,VERTICAL,"BTA OIL PRODUCERS, LLC",VERTICAL
?,WAHOO 53-2-23 LOV UNIT 8H,42-301-34137-0000,PHANTOM (WOLFCAMP),LOVING,,PERMIT,,11/16/2018,,,,31.838377,-103.5151138,31.838377,-103.5151138,7482.021973,Fri Mar 08 2019 00:00:00 GMT-0600 (Central Standard Time),,SHELL WESTERN E&P,PHANTOM (WOLFCAMP),PERMIT,HORIZONTAL,SHELL OIL COMPANY,HORIZONTAL
?,HERON 54-2-4 UNIT 4H,42-301-34143-0000,PHANTOM (WOLFCAMP),LOVING,,PERMIT,,4/12/2019,,,,31.8843956,-103.666153,31.8843956,-103.666153,10975.24023,,,ANADARKO E&P ONSHORE LLC,PHANTOM (WOLFCAMP),PERMIT,HORIZONTAL,ANADARKO PETROLEUM CORPORATION,HORIZONTAL
?,HUGHES & TALBOT 75-24 UNIT 3H,42-301-33970-0000,PHANTOM (WOLFCAMP),LOVING,,PERMIT,3/1/2019,11/16/2018,21621,28201,0,31.89013863,-103.3722916,31.89013863,-103.3722916,4832.730469,Wed Jan 23 2019 00:00:00 GMT-0600 (Central Standard Time),,ANADARKO E&P ONSHORE LLC,PHANTOM (WOLFCAMP),PERMIT,HORIZONTAL,ANADARKO PETROLEUM CORPORATION,HORIZONTAL
?,REVOLVER C 402H,42-301-34149-0000,PHANTOM (WOLFCAMP),LOVING,,,,3/8/2019,,,,31.92411804,-103.3613663,31.92411804,-103.3613663,7449.520996,,,COG OPERATING LLC,PHANTOM (WOLFCAMP),,HORIZONTAL,COG OPERATING LLC,HORIZONTAL
?,SID M. KYLE 26 A001,42-301-34150-0000,PHANTOM (WOLFCAMP),LOVING,,,,10/15/2018,,,,31.92794609,-103.6291504,31.92794609,-103.6291504,5005.989746,,,"ROSEHILL OPERATING COMPANY, LLC",PHANTOM (WOLFCAMP),,HORIZONTAL,"ROSEHILL OPERATING COMPANY, LLC",HORIZONTAL
?,NEELIE 1-85 LOV 4H,42-301-34156-0000,PHANTOM (WOLFCAMP),LOVING,,,,2/10/2019,,,,31.72870255,-103.5812836,31.72870255,-103.5812836,4216.07666,,,SHELL WESTERN E&P,PHANTOM (WOLFCAMP),,HORIZONTAL,SHELL OIL COMPANY,HORIZONTAL
?,NEELIE 1-85 LOV 2H,42-301-34154-0000,PHANTOM (WOLFCAMP),LOVING,,PERMIT,,2/2/2019,,,,31.72886086,-103.5813446,31.72886086,-103.5813446,4222.436523,,,SHELL WESTERN E&P,PHANTOM (WOLFCAMP),PERMIT,HORIZONTAL,SHELL OIL COMPANY,HORIZONTAL
?,OUTLAW SWD-44- 5,42-301-34159-0000,EL MAR (DELAWARE),LOVING,Active,INJECTION,,11/29/2018,,,,31.89503098,-103.6825027,31.89503098,-103.6825027,,Tue Dec 11 2018 00:00:00 GMT-0600 (Central Standard Time),08-44198 : OUTLAW SWD-44-,MESQUITE SWD INC,EL MAR (DELAWARE),,VERTICAL,MESQUITE SWD INC,VERTICAL
?,OUTLAW SWD-44- 4,42-301-34158-0000,EL MAR (DELAWARE),LOVING,Active,INJECTION,,12/13/2018,,,,31.89056396,-103.6755753,31.89056396,-103.6755753,,Sat Dec 22 2018 00:00:00 GMT-0600 (Central Standard Time),,MESQUITE SWD INC,EL MAR (DELAWARE),,VERTICAL,MESQUITE SWD INC,VERTICAL
?,OUTLAW SWD-44- 6,42-301-34160-0000,EL MAR (DELAWARE),LOVING,Active,PERMIT,,11/12/2018,,,,31.89741325,-103.6679611,31.89741325,-103.6679611,,Sat Nov 24 2018 00:00:00 GMT-0600 (Central Standard Time),08-44198 : OUTLAW SWD-44-,MESQUITE SWD INC,EL MAR (DELAWARE),,VERTICAL,MESQUITE SWD INC,VERTICAL
?,JONES RANCH SWD 1,42-301-34163-0000,WHEAT,LOVING,Active,INJECTION,,11/18/2018,,,,31.7337265,-103.6071777,31.7337265,-103.6071777,,Fri Nov 30 2018 00:00:00 GMT-0600 (Central Standard Time),08-51115 : JONES RANCH SWD,"VELOCITY WATER SOLUTIONS, LP",WHEAT,,VERTICAL,"VELOCITY WATER SOLUTIONS, LP",VERTICAL
?,ROCAZOLLER STATE 54-1-12 LOV 10H,42-301-34164-0000,PHANTOM (WOLFCAMP),LOVING,Active,OIL,,11/17/2018,,,,31.97179031,-103.6029282,31.97179031,-103.6029282,4804.734863,Wed Apr 03 2019 00:00:00 GMT-0500 (Central Daylight Time),08-47561 : ROCAZOLLER STATE 54-1-12 LOV,SHELL WESTERN E&P,PHANTOM (WOLFCAMP),OIL,HORIZONTAL,SHELL OIL COMPANY,HORIZONTAL
?,STATE ATLANTIS 7 UNIT 4H,42-301-34170-0000,PHANTOM (WOLFCAMP),LOVING,Active,OIL,2/1/2019,10/31/2018,102821,289391,0,31.9556427,-103.6604462,31.9556427,-103.6604462,10788.91309,Sat Feb 02 2019 00:00:00 GMT-0600 (Central Standard Time),,"EOG RESOURCES, INC.",PHANTOM (WOLFCAMP),OIL,HORIZONTAL,"EOG RESOURCES, INC.",HORIZONTAL
?,BILLY DIXON UNIT 6H,42-301-34173-0000,PHANTOM (WOLFCAMP),LOVING,,,,11/9/2018,,,,31.99201775,-103.4510727,31.99201775,-103.4510727,7701.785156,Thu Mar 28 2019 00:00:00 GMT-0500 (Central Daylight Time),,"EOG RESOURCES, INC.",PHANTOM (WOLFCAMP),,HORIZONTAL,"EOG RESOURCES, INC.",HORIZONTAL
?,BILLY DIXON UNIT 7H,42-301-34174-0000,PHANTOM (WOLFCAMP),LOVING,,,,11/8/2018,,,,31.99201584,-103.4511795,31.99201584,-103.4511795,7749.965332,Thu Mar 28 2019 00:00:00 GMT-0500 (Central Daylight Time),,"EOG RESOURCES, INC.",PHANTOM (WOLFCAMP),,HORIZONTAL,"EOG RESOURCES, INC.",HORIZONTAL
?,NORTH RUDD DRAW 22 2H,42-301-34175-0000,PHANTOM (WOLFCAMP),LOVING,OPEN SHUT IN,,,1/20/2019,,,,31.86113167,-103.4780426,31.86113167,-103.4780426,6008.450684,Thu May 16 2019 00:00:00 GMT-0500 (Central Daylight Time),,"WPX ENERGY PERMIAN, LLC",PHANTOM (WOLFCAMP),,HORIZONTAL,WPX Energy,HORIZONTAL
?,STATE ATLANTIS 7 UNIT 3H,42-301-34169-0000,PHANTOM (WOLFCAMP),LOVING,Active,OIL,2/1/2019,11/23/2018,118411,338473,0,31.9556427,-103.660553,31.9556427,-103.660553,10799.11816,Sat Feb 02 2019 00:00:00 GMT-0600 (Central Standard Time),,"EOG RESOURCES, INC.",PHANTOM (WOLFCAMP),OIL,HORIZONTAL,"EOG RESOURCES, INC.",HORIZONTAL
?,STATE ATLANTIS 7 UNIT 2H,42-301-34168-0000,PHANTOM (WOLFCAMP),LOVING,Active,OIL,2/1/2019,12/14/2018,150349,416589,0,31.95562744,-103.6647873,31.95562744,-103.6647873,10799.4209,Mon Jan 28 2019 00:00:00 GMT-0600 (Central Standard Time),,"EOG RESOURCES, INC.",PHANTOM (WOLFCAMP),OIL,HORIZONTAL,"EOG RESOURCES, INC.",HORIZONTAL
?,STATE ATLANTIS 7 UNIT 1H,42-301-34167-0000,PHANTOM (WOLFCAMP),LOVING,Active,OIL,2/1/2019,10/30/2018,162069,413780,0,31.95562744,-103.6648941,31.95562744,-103.6648941,10794.32031,Mon Jan 28 2019 00:00:00 GMT-0600 (Central Standard Time),,"EOG RESOURCES, INC.",PHANTOM (WOLFCAMP),OIL,HORIZONTAL,"EOG RESOURCES, INC.",HORIZONTAL
?,STATE ATLANTIS 7 UNIT 5H,42-301-34171-0000,PHANTOM (WOLFCAMP),LOVING,Active,OIL,2/1/2019,11/1/2018,105949,288419,0,31.9556427,-103.6603394,31.9556427,-103.6603394,10798.41406,Sat Feb 02 2019 00:00:00 GMT-0600 (Central Standard Time),,"EOG RESOURCES, INC.",PHANTOM (WOLFCAMP),OIL,HORIZONTAL,"EOG RESOURCES, INC.",HORIZONTAL
?,SCRAPFILE NORTH 1H,42-301-34197-0000,PHANTOM (WOLFCAMP),LOVING,,,,2/8/2019,,,,31.91207886,-103.4936218,31.91207886,-103.4936218,10236.15625,,,"EOG RESOURCES, INC.",PHANTOM (WOLFCAMP),,HORIZONTAL,"EOG RESOURCES, INC.",HORIZONTAL
?,SCRAPFILE SOUTH 1H,42-301-34198-0000,PHANTOM (WOLFCAMP),LOVING,,,,3/8/2019,,,,31.91189575,-103.4936218,31.91189575,-103.4936218,7660.650391,,,"EOG RESOURCES, INC.",PHANTOM (WOLFCAMP),,HORIZONTAL,"EOG RESOURCES, INC.",HORIZONTAL
?,WEBER 26 E011,42-301-34210-0000,PHANTOM (WOLFCAMP),LOVING,,,,2/8/2019,,,,31.83047104,-103.4858856,31.83047104,-103.4858856,5524.367188,,,"ROSEHILL OPERATING COMPANY, LLC",PHANTOM (WOLFCAMP),,HORIZONTAL,"ROSEHILL OPERATING COMPANY, LLC",HORIZONTAL
?,SHARP NOSE STATE,42-301-34166-0000,PHANTOM (WOLFCAMP),LOVING,,PERMIT,3/1/2019,10/29/2018,41061,95500,0,31.98378372,-103.3678894,31.98378372,-103.3678894,6194.129883,,,COG OPERATING LLC,PHANTOM (WOLFCAMP),PERMIT,HORIZONTAL,COG OPERATING LLC,HORIZONTAL
?,QUANAH PARKER B UNIT 4H,42-301-34186-0000,PHANTOM (WOLFCAMP),LOVING,,,,12/1/2018,,,,31.96561241,-103.4367065,31.96561241,-103.4367065,10639.82324,,,"EOG RESOURCES, INC.",PHANTOM (WOLFCAMP),,HORIZONTAL,"EOG RESOURCES, INC.",HORIZONTAL
?,YELLOW ROSE A UNIT 3H,42-301-34203-0000,PHANTOM (WOLFCAMP),LOVING,,,,5/10/2019,,,,31.92201424,-103.4827576,31.92201424,-103.4827576,10329.97363,,,"EOG RESOURCES, INC.",PHANTOM (WOLFCAMP),,HORIZONTAL,"EOG RESOURCES, INC.",HORIZONTAL
?,VOYAGER W 12H,42-301-34194-0000,SANDBAR (BONE SPRING),LOVING,Active,OIL,1/1/2019,12/14/2018,78003,172370,0,31.95695496,-103.6375961,31.95695496,-103.6375961,4999.056641,Mon Jan 21 2019 00:00:00 GMT-0600 (Central Standard Time),,"EOG RESOURCES, INC.",SANDBAR (BONE SPRING),OIL,HORIZONTAL,"EOG RESOURCES, INC.",HORIZONTAL
?,SHARP NOSE STATE 1450H,42-301-34165-0000,SANDBAR (BONE SPRING),LOVING,,PERMIT,,11/23/2018,,,,31.98374939,-103.3680115,31.98374939,-103.3680115,6192.189453,,,COG OPERATING LLC,SANDBAR (BONE SPRING),PERMIT,HORIZONTAL,COG OPERATING LLC,HORIZONTAL
?,EL PATRON UNIT 11H,42-301-34212-0000,PHANTOM (WOLFCAMP),LOVING,,,,3/8/2019,,,,31.9479332,-103.4511337,31.9479332,-103.4511337,10127.11621,,,"EOG RESOURCES, INC.",PHANTOM (WOLFCAMP),,HORIZONTAL,"EOG RESOURCES, INC.",HORIZONTAL
